image,Predizioni,timestamp
"{""background"": "".gradio\\flagged\\image\\b57a10754d48dcb785bd\\background.png"", ""layers"": ["".gradio\\flagged\\image\\b3b324df0363f798e44d\\layer_0.png""], ""composite"": "".gradio\\flagged\\image\\3f7ea09fd32ce57e483e\\composite.png"", ""id"": null}","{""label"": null, ""confidences"": null}",2025-06-14 19:46:22.995984
